UserId,TargetEntity,StanceLabel
199373,Harris,Favor
284558,Harris,Favor
376320,Harris,Favor
162075,Harris,Neither
126773,Harris,Neither
287245,Harris,Favor
134305,Harris,Favor
396258,Harris,Favor
356491,Harris,Favor
311034,Harris,Favor
84510,Harris,Neither
24149,Harris,Neither
365921,Harris,Neither
21317,Harris,Favor
300802,Harris,Favor
177137,Harris,Favor
324406,Harris,Favor
202767,Harris,Neither
284552,Harris,Favor
53002,Harris,Favor
219367,Harris,Neither
352721,Harris,Neither
247283,Harris,Favor
350741,Harris,Favor
215601,Harris,Favor
183749,Harris,Favor
222310,Harris,Favor
73585,Harris,Favor
198979,Harris,Neither
291058,Harris,Neither
308963,Harris,Favor
395539,Harris,Neither
252648,Harris,Favor
29412,Harris,Favor
235706,Harris,Favor
127253,Harris,Favor
377819,Harris,Neither
27762,Harris,Favor
331369,Harris,Favor
20303,Harris,Favor
170064,Harris,Favor
14905,Harris,Favor
250778,Harris,Favor
343594,Harris,Favor
93667,Harris,Favor
259941,Harris,Favor
394856,Harris,Favor
367526,Harris,Favor
301788,Harris,Favor
84421,Harris,Favor
82237,Harris,Favor
49427,Harris,Favor
233685,Harris,Favor
50816,Harris,Favor
245751,Harris,Favor
304206,Harris,Favor
156093,Harris,Neither
122539,Harris,Favor
32666,Harris,Favor
83176,Harris,Favor
299249,Harris,Favor
174177,Harris,Neither
260214,Harris,Favor
282965,Harris,Favor
331387,Harris,Favor
79334,Harris,Neither
143620,Harris,Favor
177894,Harris,Favor
68797,Harris,Favor
112602,Harris,Against
398120,Harris,Favor
90231,Harris,Against
121751,Harris,Favor
146408,Harris,Favor
309092,Harris,Favor
23445,Harris,Favor
73133,Harris,Favor
162969,Harris,Favor
234340,Harris,Favor
382997,Harris,Favor
82202,Harris,Favor
305757,Harris,Favor
244800,Harris,Favor
121006,Harris,Neither
219237,Harris,Favor
135401,Harris,Neither
367452,Harris,Favor
218082,Harris,Neither
231091,Harris,Favor
93182,Harris,Neither
140461,Harris,Favor
392571,Harris,Favor
51757,Harris,Favor
8329,Harris,Favor
290256,Harris,Neither
346916,Harris,Favor
231234,Harris,Neither
359026,Harris,Neither
36371,Harris,Favor
204795,Harris,Neither
373654,Harris,Favor
317138,Harris,Favor
82222,Harris,Neither
127069,Harris,Favor
302476,Harris,Favor
94464,Harris,Neither
65027,Harris,Neither
300863,Harris,Neither
302453,Harris,Favor
80495,Harris,Favor
337795,Harris,Neither
327395,Harris,Neither
234907,Harris,Neither
243480,Harris,Neither
287391,Harris,Neither
191102,Harris,Neither
166314,Harris,Neither
137575,Harris,Favor
195964,Harris,Favor
99134,Harris,Favor
13886,Harris,Favor
117141,Harris,Neither
388854,Harris,Favor
167824,Harris,Neither
389657,Harris,Neither
70142,Harris,Neither
78295,Harris,Favor
342202,Harris,Neither
343890,Harris,Against
18100,Harris,Neither
45213,Harris,Favor
187031,Harris,Favor
125149,Harris,Neither
326646,Harris,Favor
149606,Harris,Neither
389577,Harris,Neither
170597,Harris,Favor
242509,Harris,Neither
248961,Harris,Neither
375151,Harris,Neither
322157,Harris,Against
376619,Harris,Against
295486,Harris,Neither
374931,Harris,Neither
306480,Harris,Neither
393712,Harris,Favor
355163,Harris,Favor
44798,Harris,Neither
310349,Harris,Neither
173733,Harris,Neither
126825,Harris,Neither
13855,Harris,Neither
250120,Harris,Neither
297222,Harris,Neither
384161,Harris,Favor
376936,Harris,Neither
134424,Harris,Favor
13798,Harris,Favor
190469,Harris,Neither
65790,Harris,Favor
29880,Harris,Neither
86285,Harris,Neither
292525,Harris,Neither
162582,Harris,Favor
212098,Harris,Favor
171626,Harris,Favor
374740,Harris,Against
21940,Harris,Favor
364376,Harris,Favor
153218,Harris,Neither
348071,Harris,Favor
321271,Harris,Favor
195237,Harris,Neither
152964,Harris,Favor
241838,Harris,Favor
377479,Harris,Neither
196570,Harris,Favor
258816,Harris,Neither
287462,Harris,Neither
269952,Harris,Neither
85413,Harris,Neither
143952,Harris,Favor
253571,Harris,Favor
395443,Harris,Neither
92587,Harris,Neither
204662,Harris,Favor
158867,Harris,Favor
217601,Harris,Neither
187541,Harris,Favor
303808,Harris,Neither
156986,Harris,Favor
100630,Harris,Favor
14175,Harris,Favor
387650,Harris,Favor
149153,Harris,Neither
48351,Harris,Neither
81854,Harris,Neither
7399,Harris,Favor
307491,Harris,Neither
188284,Harris,Neither
124446,Harris,Neither
274990,Harris,Favor
65900,Harris,Neither
127885,Harris,Neither
316763,Harris,Neither
194929,Harris,Neither
370929,Harris,Favor
29997,Harris,Neither
69834,Harris,Neither
255080,Harris,Neither
166258,Harris,Neither
94191,Harris,Neither
19059,Harris,Neither
191637,Harris,Neither
287767,Harris,Against
313393,Harris,Neither
232447,Harris,Neither
318701,Harris,Neither
29819,Harris,Neither
322379,Harris,Neither
339693,Harris,Against
226084,Harris,Favor
318691,Harris,Favor
114639,Harris,Against
275312,Harris,Neither
137959,Harris,Favor
184911,Harris,Favor
370070,Harris,Neither
207896,Harris,Neither
263515,Harris,Favor
19207,Harris,Neither
336096,Harris,Neither
289150,Harris,Against
213853,Harris,Neither
5873,Harris,Favor
107110,Harris,Favor
279698,Harris,Neither
74800,Harris,Neither
140640,Harris,Against
57588,Harris,Neither
185146,Harris,Neither
59272,Harris,Favor
141034,Harris,Neither
160845,Harris,Neither
294158,Harris,Against
272540,Harris,Favor
341476,Harris,Favor
55695,Harris,Against
165953,Harris,Neither
65363,Harris,Favor
333561,Harris,Neither
110326,Harris,Favor
163015,Harris,Neither
17562,Harris,Neither
10737,Harris,Against
203514,Harris,Favor
229697,Harris,Neither
136968,Harris,Neither
261936,Harris,Favor
310013,Harris,Neither
202240,Harris,Neither
36045,Harris,Favor
188570,Harris,Favor
15989,Harris,Neither
289033,Harris,Against
228284,Harris,Favor
234815,Harris,Favor
44218,Harris,Neither
15289,Harris,Favor
236654,Harris,Neither
76270,Harris,Against
83279,Harris,Neither
314129,Harris,Neither
353602,Harris,Neither
182883,Harris,Favor
119123,Harris,Against
76913,Harris,Neither
324544,Harris,Favor
286973,Harris,Favor
114271,Harris,Neither
147810,Harris,Neither
87576,Harris,Favor
111226,Harris,Neither
306310,Harris,Neither
318784,Harris,Neither
158288,Harris,Neither
265,Harris,Neither
396781,Harris,Neither
327805,Harris,Neither
321377,Harris,Favor
81610,Harris,Neither
84054,Harris,Against
45089,Harris,Favor
195859,Harris,Favor
13215,Harris,Favor
85748,Harris,Favor
86949,Harris,Favor
97382,Harris,Neither
679,Harris,Neither
29191,Harris,Against
45282,Harris,Against
80688,Harris,Against
163414,Harris,Neither
168446,Harris,Against
188522,Harris,Against
189568,Harris,Against
238694,Harris,Neither
242914,Harris,Against
243077,Harris,Against
249118,Harris,Against
251729,Harris,Against
300133,Harris,Against
303141,Harris,Against
313409,Harris,Against
323494,Harris,Against
328869,Harris,Against
351597,Harris,Against
13103,Harris,Against
19940,Harris,Favor
24642,Harris,Against
29564,Harris,Against
70970,Harris,Favor
73207,Harris,Neither
78799,Harris,Against
79097,Harris,Favor
115807,Harris,Against
156501,Harris,Favor
170547,Harris,Favor
178965,Harris,Favor
221683,Harris,Neither
252647,Harris,Favor
325583,Harris,Against
392982,Harris,Neither
